,unnamed: 0,case_number,date,date_revised,season,year,case,type,country,country_revised,continent,area,location,activity,name,sex,age,injury,fatal,time,species ,investigator or source,href_formula,objectid,location_georeferenced_lon,location_georeferenced_lat,location_georeferenced_result,country_captalized,month,season_code
4704,4704,1901.06.24,24-Jun-01,6/24/01,summer,1901,1,Unprovoked,PHILIPPINES,PHILIPPINES,Asia,Western Viscayas,"Island of Panay, Iliolo",Swimming,"S. McKie, apprentice 1st class on the U.S. Naval ship Annapolis",male,unknown,"Left thigh stripped of flesh 4"""" above the knee",non-fatal,15h00,unknown,"J.A. Guthrie;  Sun, 7/13/1913; V.M. Coppleson, p.264 also states ""Native taken near same spot 3 months previously.""",http://sharkattackfile.net/spreadsheets/pdf_directory/1901.06.24-McK.pdf,m_4705,122.48221,11.14992,matched,Philippines,6,3
4705,4705,1901.01.30,30-Jan-01,1/30/01,winter,1901,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Brisbane,Bathing,John Thompson,male,unknown,"Thigh bitten, FATAL",fatal,unknown,unknown,"Otago Witness, 2/6/1901",http://sharkattackfile.net/spreadsheets/pdf_directory/1901.01.30-Thompson.pdf,m_4706,153.02334,-27.46844,matched,Australia,1,1
4706,4706,1901.00.00,Summer 1901,unknown,unknown,1901,1,Unprovoked,USA,USA,North America,Florida,Indian River Inlet / Fort Pierce Inlet,Bathing,Michael O'Brien,male,unknown,Abdomen bitten,non-fatal,unknown,unknown,"W.H. Gregg; L. Schultz & M. Malin, p.533",http://sharkattackfile.net/spreadsheets/pdf_directory/1901.00.00-O'Brien.pdf,m_4707,-80.322876,27.447011,matched,USA,u,unknown
4707,4707,1900.12.27,27-Dec-00,12/27/00,winter,1900,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Middle Harbour, Sydney ",Bathing,Thomas Houstan,male,unknown,FATAL,fatal,unknown,unknown,"Taranaki Herald, 12/28/1900",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.12.27-Houston.pdf,m_4708,151.24613,-33.80326,matched,Australia,1,1
4708,4708,1900.11.14,14-Nov-00,11/14/00,winter,1900,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,Three Anchor Bay,Swimming,William Strathorn,male,30,"FATAL, legs severed",fatal,unknown,unknown,"P. Logan; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.11.14-Strathorn.pdf,m_4709,18.39721,-33.90841,matched,South Africa,1,1
4709,4709,1900.10.27,27-Oct-00,10/27/00,winter,1900,1,Invalid,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,"Woodstock Beach, Cape Town",Swimming,Amos Layzell,male,unknown,Probable drowning & scavenging,unknown,unknown,Questionable,"P. Logan; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.10.27-Layzell.pdf,m_4710,18.44774,-33.92909,matched,South Africa,1,1
4710,4710,1900.09.15,15-Sep-00,9/15/00,fall,1900,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Townsville,Swimming,John Hennessy,male,unknown,Laceration to right leg,non-fatal,unknown,unknown,"Sydney Morning Herald, 9/17/1900",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.09.15-Hennessy.pdf,m_4711,146.82138,-19.25712,matched,Australia,9,4
4711,4711,1900.09.13,13-Sep-00,9/13/00,fall,1900,1,Unprovoked,USA,USA,North America,Rhode Island,Coddington Cove,Diving,George Brown,male,unknown,No injury,unknown,unknown,unknown,"NY Times, 9/14/1900",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.09.13-Brown.pdf,m_4712,-71.31616,41.52344,matched,USA,9,4
4712,4712,1900.09.05,5-Sep-00,9/5/00,fall,1900,1,Unprovoked,USA,USA,North America,Hawaii,"Waikiki Beach, Oahu",Floating,Joe Hartman,male,unknown,"Bathing suit torn & """"imprints of the shark's teeth on his body""""",non-fatal,Afternoon,unknown,"Honolulu Republican, 9/6/1900",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.09.05-Hartman.pdf,m_4713,-157.82592,21.27634,matched,USA,9,4
4713,4713,1900.08.21,21-Aug-00,8/21/00,summer,1900,1,Unprovoked,USA,USA,North America,North Carolina,"Southport, Brunswick County",Bathing,Burris,male,unknown,Left hand lacerated,non-fatal,Afternoon,unknown,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.08.21-Burriss.pdf,m_4714,-78.23749682,34.07059384,matched,USA,8,3
4714,4714,1900.07.14,14-Jul-00,7/14/00,summer,1900,1,Invalid,USA,USA,North America,Hawaii,"Makapu'u Point, O'ahu",Hunting seashells,Emil Uhlbrecht & unidentified person,male,unknown,"Believed drowned. Uhlbrecht s foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",unknown,unknown,Questionable,"Los Angeles Times, 7/28/1900",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.07.14-Uhlbrecht.pdf,m_4715,-157.65194,21.31389,matched,USA,7,3
4715,4715,1900.07.00,Late Jul-1900,7/31/00,summer,1900,1,Provoked,USA,USA,North America,Connecticut,"Bridgeport, Fairfield County",unknown,"skiff with Dr. William T. Healey, Dr. Henry Callahan on board",unknown,unknown,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",non-fatal,unknown,unknown,"Times, 8/1/1900",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.07.00-Bridgeport.pdf,m_4716,-73.38879162,41.27324178,matched,USA,7,3
4716,4716,1900.01.28,  28-Jan-1900,1/28/00,winter,1900,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)","Standing, gathering oysters",Charles Duck,male,unknown,Right posterior thigh bitten,non-fatal,12h00,unknown,"Poverty Bay Herald, 2/12/1900",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.01.28-Duck.pdf,m_4717,151.18333,-33.83333,matched,Australia,1,1
4717,4717,1900.00.00.b,Early 1900s,unknown,unknown,1900,1,Unprovoked,USA,USA,North America,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",unknown,Emil A. Berndt,male,unknown,Severe abrasion when shark swam between his legs,non-fatal,unknown,unknown,"G. H. Balazs; J. Borg, p.69; L. Taylor (1993), pp.94-95",http://sharkattackfile.net/spreadsheets/pdf_directory/1900.00.00.b-Berndt.pdf,m_4718,-85.02591,37.98525,matched,USA,u,unknown
4718,4718,1900.00.00.a,Ca. 1900,unknown,unknown,1900,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Eastern Cape Province,Port Elizabeth,Swimming,Mr. Gruner,male,unknown,Leg severed,non-fatal,Early morning,unknown,H. Monsen ,http://sharkattackfile.net/spreadsheets/pdf_directory/1900.00.00.a-Gruner.pdf,m_4719,25.62326,-33.96238,matched,South Africa,u,unknown
4719,4719,1899.12.18,18-Dec-1899,12/18/1899,winter,1899,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Tingalpa Creek,Fell into the water,J. Richardson,male,unknown,bite to lower leg,non-fatal,Afternoon,unknown,"Brisbane Courier, 12/21/1899",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.12.18-Richardson.pdf,m_4720,153.2,-27.48333,matched,Australia,1,1
4720,4720,1899.11.20,20-Nov-1899,11/20/1899,winter,1899,1,Sea Disaster,PHILIPPINES,PHILIPPINES,Asia,Mindoro Occidental,Off Lubang Island,Sea Disaster,wreck of the steamship Hubeh,unknown,unknown,FATAL,fatal,unknown,unknown,"The Mercury, 1/191900",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.11.20-Hupeh-wreck.pdf,m_4721,120.12321,13.85862,matched,Philippines,1,1
4721,4721,1899.10.28,28-Oct-1899,10/28/1899,winter,1899,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Victoria,"Governor's Reef, Port Phillip Bay",Fishing for squid,Occupants: Charles Cox and his son,unknown,unknown,"No injury to occupants, shark bit boat",non-fatal,Morning,20' shark,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.10.28-Cox.pdf,m_4722,144.6656775,-38.25819668,matched,Australia,1,1
4722,4722,1899.09.11.R,Reported 11-Sep-1899,9/11/1899,fall,1899,1,Unprovoked,MEXICO,MEXICO,North America,Tamaulipas,Tampico,Swimming,Paul Guyot,male,unknown,FATAL,fatal,unknown,unknown,"Bryan Morning Eagle, 9/12/1899",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.09.11.R-Guyot,m_4723,-97.86479,22.25172,matched,Mexico,9,4
4723,4723,1899.08.23.R,Reported 23-Aug-1899,8/23/1899,summer,1899,1,Provoked,USA,USA,North America,California,"Monterey Bay, Monterey County",Hunting sharks,males,male,unknown,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",fatal,unknown,Basking shark,"Mexia Evening Ledger, 8/23/1899",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.08.23.R-BaskingShark-Monterey.pdf,m_4724,-121.2390196,36.21714603,matched,USA,8,3
4724,4724,1899.08.15,15-Aug-1899,8/15/1899,summer,1899,1,Unprovoked,USA,USA,North America,Florida,"Trout River, Panama Park",Swimming,Delano Wood,male,15,FATAL,fatal,unknown,3 m [10'] shark,"Washington Post, 8/16/1899, p.1",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.08.15-DelanoWood.pdf,m_4725,-81.64401669,30.39004803,matched,USA,8,3
4725,4725,1899.08.08.c,08-Aug-1899,8/08/1899,summer,1899,1,Unprovoked,EGYPT ,EGYPT ,Unknown,Mediterranean Sea,Port Said,Floating on his back,Arab boy,male,9,Back muscles torn away,non-fatal,11h30,unknown,W. B. Orme,http://sharkattackfile.net/spreadsheets/pdf_directory/1899.08.08.c-ArabBoy-9.pdf,m_4726,32.28612,31.26004,matched,Egypt ,8,3
4726,4726,1899.08.08.b,08-Aug-1899,8/08/1899,summer,1899,1,Unprovoked,EGYPT ,EGYPT ,Unknown,Mediterranean Sea,Port Said,Bathing,Arab boy,male,19,"Forearm, wrist & hand bitten",non-fatal,09h30,unknown,W. B. Orme,http://sharkattackfile.net/spreadsheets/pdf_directory/1899.08.08.b-ArabBoy-19.pdf,m_4727,32.28612,31.26004,matched,Egypt ,8,3
4727,4727,1899.08.08.a,08-Aug-1899,8/08/1899,summer,1899,1,Unprovoked,EGYPT,EGYPT,Africa,Mediterranean Sea,Port Said,Bathing,Arab boy,male,13,Left leg bitten,non-fatal,08h30,unknown,W. B. Orme,http://sharkattackfile.net/spreadsheets/pdf_directory/1899.08.08.a-ArabBoy-13.pdf,m_4728,32.28612,31.26004,matched,Egypt,8,3
4728,4728,1899.06.07,07-Jun-1899,6/07/1899,summer,1899,1,Provoked,ITALY,ITALY,Europe,Calabria,Bagnara Calabra,Fishing,Enrico & Noce,male,unknown,Multiple injuries from boated shark PROVOKED INCIDENT,non-fatal,unknown,70 kg shark,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1899.06.07-Bagnara.pdf,m_4729,15.80738,38.28732,matched,Italy,6,3
4729,4729,1899.06.02,  02-Jun-1899,6/02/1899,summer,1899,1,Invalid,NEW ZEALAND,NEW ZEALAND,Oceania,North Island,East Cape,Attempting to land a boat from the Hinemoa,N. Buchanan,male,unknown,FATAL,unknown,unknown,Shark involvement not confirmed,"Brisbane Courier, 6/7/1899",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.06.02-Buchanan.pdf,m_4730,178.55,-37.7,matched,New Zealand,6,3
4730,4730,1899.05.04.R,Reported 04-May-1899,5/04/1899,spring,1899,1,Unprovoked,ITALY,ITALY,Europe,Imperia Province,Bordighera,Bathing,The valet of the Earl of Strathmore and Kinghorne,male,unknown,FATAL,fatal,unknown,unknown,"Washington Post, 5/5/1899",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.05.04.R-Valet.pdf,m_4731,7.671,43.77843,matched,Italy,5,2
4731,4731,1899.01.28,28-Jan-1899,1/28/1899,winter,1899,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Newcastle,Bathing,Rose Sutcliffe,female,13,Drowning may mav preceded attack,unknown,unknown,Questionable,"Kalgoorlie Western Argus, 2/2/1899",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.01.28-Sutcliffe.pdf,m_4732,151.77261,-32.92806,matched,Australia,1,1
4732,4732,1899.00.00.c,1899 During the Seige of Ladysmith,unknown,unknown,1899,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,Durban,Dangling feet in the water,a petty officer,male,unknown,Foot severed ,non-fatal,unknown,unknown,"Indiana Evening Gazette, 11/22/1904",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.00.00.c-Durban.pdf,m_4733,31.02574,-29.84703,matched,South Africa,u,unknown
4733,4733,1899.00.00.b,1899,unknown,unknown,1899,1,Boating,USA,USA,North America,Florida,St. John's River,Rowing,"boat, occupants: 2 Jacksonville pilots",male,unknown,No injury to occupants. shark bit oar,non-fatal,unknown,unknown,"W. H. Gregg, p. 22",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.00.00.b-2pilots.pdf,m_4734,-81.40092,30.40135,matched,USA,u,unknown
4734,4734,1899.00.00.a,Ca. 1899,unknown,unknown,1899,1,Unprovoked,USA,USA,North America,Florida,Near a small wreck in a channel at Indian Key,Hunting crayfish,male,male,unknown,Leg bitten,non-fatal,unknown,1.5 m [5'] shark,"W.H. Gregg, p.19",http://sharkattackfile.net/spreadsheets/pdf_directory/1899.00.00.a-IndianKey.pdf,m_4735,-80.05068994,26.85762004,matched,USA,u,unknown
4735,4735,1898.12.28.R,Reported 28-Dec-1898,12/28/1899,winter,1898,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,The Narrows,Fell oveboard,James Waters,male,unknown,FATAL,fatal,unknown,unknown,"Brisbane Courier, 12/28/1898",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.12.28.R-Waters.pdf,m_4736,151.04492,-23.65941,matched,Australia,1,1
4736,4736,1898.10.28,28-Oct-1898,10/28/1898,winter,1898,1,Unprovoked,USA,USA,North America,Hawaii,Off Kohala,Jumped overboard,Ah Hoi,male,unknown,FATAL,fatal,unknown,unknown,"Hawaiian Gazette, 11/1/1898",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.10.28-AhHol.pdf,m_4737,-155.71667,20.08333,matched,USA,1,1
4737,4737,1898.08.22,22-Aug-1898,8/22/1898,summer,1898,1,Unprovoked,USA,USA,North America,New York,"Prince's Bay, Staten Island",Swimming,Charles E. Boone,male,unknown,Laceration to thigh,non-fatal,Afternoon,unknown,"Lima News, 9/27/1898",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.08.22-Boone.pdf,m_4738,-74.07527,40.64242,matched,USA,8,3
4738,4738,1898.07.26.R,Reported 26-Jul-1898,7/26/1898,summer,1898,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Sydney,Swimming after their boat capsized,Martin Gunner,male,unknown,"Reported fatal, but this is a questionable incident",unknown,unknown,Questionable,"Brisbane Courier, 7/26/1898",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.07.26.R-Gunner.pdf,m_4739,151.20691,-33.8696,matched,Australia,7,3
4739,4739,1898.07.14,14-Jul-1898,7/14/1898,summer,1898,1,Unprovoked,YEMEN ,YEMEN ,Unknown,Aden,Sapper Bay,Standing,Davies,male,22,FATAL,fatal,unknown,unknown,"Inangahua Times, 10/26/1898",http://sharkattackfile.net/spreadsheets/pdf_directory/1878.07.14-Davies.pdf,m_4740,44.97194,12.7825,matched,Yemen ,7,3
4740,4740,1898.07.00, Jul-1898,7/01/1898,summer,1898,1,Unprovoked,CUBA,CUBA,North America,Santiago de Cuba Province,Santiago de Cuba,Swimming,male,male,unknown,FATAL,fatal,unknown,unknown,"V.M. Coppleson (1958), p.258",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.07.00-Cuba.pdf,m_4741,-75.80809,20.02583,matched,Cuba,7,3
4741,4741,1898.01.24,1898.01.24,1/24/1898,winter,1898,1,Unprovoked,SRI LANKA,SRI LANKA,Asia,unknown,Colombo Harbor,Swimming,2 U.S. Marines,male,unknown,FATAL,fatal,01h00,unknown,"U.S.Life-Saving Annual Report, 1913",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.01.24-Ceylon.pdf,m_4742,79.85409,6.94267,matched,Sri Lanka,1,1
4742,4742,1898.00.00.f,1898,unknown,unknown,1898,1,Unprovoked,USA,USA,North America,South Carolina,Ramshorn Creek,Fishing (Seining),Archibald Rutledge,male,15,Lacerations to left hand,non-fatal,unknown,White shark,"Field & Stream, 1933",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.f-Rutledge.pdf,m_4743,-80.89705,32.12271,matched,USA,u,unknown
4743,4743,1898.00.00.e,1898 (soon after the close of the Spanish-American War),1/1/1898,winter,1898,1,Unprovoked,CUBA,CUBA,North America,Santiago de Cuba Province,Off Santiago de Cuba,13 men in the water after sailboat capsized & sank,seamen,male,unknown,"FATAL, 7 survived but 6 were taken by sharks",fatal,unknown,unknown,"J. E. Kirby, letter to Captain Dinning, dated 10/14/1927",http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.e-13-men.pdf,m_4744,-75.80809,20.02583,matched,Cuba,1,1
4744,4744,1868.01.17,17-Jan-1868,1/17/1868,winter,1868,1,Sea Disaster,VIETNAM,VIETNAM,Asia,unknown,Cohong,A junk foundered,unknown,male,unknown,FATAL,fatal,unknown,unknown,"Argus, 5/26/1868",http://sharkattackfile.net/spreadsheets/pdf_directory/1868.01.17-Vietnamese.pdf,m_4745,107.35868,21.01314,matched,Vietnam,1,1
4745,4745,1868.01.04.R,Reported 04-Jan-1868,1/04/1868,winter,1868,1,Sea Disaster,AUSTRALIA,AUSTRALIA,Oceania,South Australia,Belfast (now Port Fairy),Fishing,"boat, occupants: John Griffiths & Thomas Johnson",unknown,unknown,"No injury to occupants, shark's teeth embedded in keel",non-fatal,unknown,unknown,"Nelson Examiner & New Zealand Chronicle, 4/3/1868",http://sharkattackfile.net/spreadsheets/pdf_directory/1868.01.04.R-PortFairy.pdf,m_4746,138.49775,-34.85213,matched,Australia,1,1
4746,4746,1868.00.00.a,1868 (?),unknown,unknown,1868,1,Unprovoked,NEW ZEALAND,NEW ZEALAND,Oceania,North Island,"Brickfield Bay, Auckland Harbour",Bathing close inshore,Cook,male,unknown,Thigh bitten,non-fatal,unknown,"Shark caught later""""","V.M. Coppleson (1958)  (May refer to Thomas Cooke, see- 22-Dec-1862)",http://sharkattackfile.net/spreadsheets/pdf_directory/1868.00.00.a-Cook.pdf,m_4747,175.4885879,-36.77935895,matched,New Zealand,u,unknown
4747,4747,1867.08.22.R,Reported 22-Aug-1867,8/22/1867,summer,1867,1,Unprovoked,EGYPT,EGYPT,Africa,unknown,Port Said,Swimming,male,male,unknown,FATAL,fatal,unknown,unknown,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1867.08.22.R-PortSaid.pdf,m_4748,32.28612,31.26004,matched,Egypt,8,3
4748,4748,1867.08.00,Aug-1867,8/01/1867,summer,1867,1,Unprovoked,MEXICO,MEXICO,North America,Veracruz ,Vera Cruz Harbor,boat from the Austrian ship Elizabeth,14 crewmen,male,unknown,FATAL,fatal,unknown,unknown,"Washington Star, 12/12/1891",http://sharkattackfile.net/spreadsheets/pdf_directory/1867.08.00-ElizabethCrew.pdf,m_4749,-96.12943,19.13765,matched,Mexico,8,3
4749,4749,1867.06.26,26-Jun-1867,1/26/1867,winter,1867,1,Sea Disaster,CUBA,CUBA,North America,Villa Clara Province,Remedios,boat from ship Josephine capsized in squall,2 crew clinging to floating barrels,male,unknown,FATAL,fatal,unknown,unknown,"Cork Examiner, 8/17/1867; Whaleman's Shipping List, 9/24;1867",http://sharkattackfile.net/spreadsheets/pdf_directory/1867.06.26-JosephineCrewmen.pdf,m_4750,-79.54606,22.4931,matched,Cuba,1,1
4750,4750,1867.01.26.R,Reported 26-Jan-1867,1/26/1867,winter,1867,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Queenscliff,unknown,unknown,unknown,unknown,"No injury, shark bit oar of customs boat",non-fatal,unknown,unknown,"Charlestown Daily News, 4/3/1867",http://sharkattackfile.net/spreadsheets/pdf_directory/1867.01.26.R-Queenscliff,m_4751,144.66122,-38.2673,matched,Australia,1,1
4751,4751,1867.00.00,1867,unknown,unknown,1867,1,Unprovoked,CUBA,CUBA,North America,Matanzas Province (north coast),Matanzas,Painting a ship,male,male,unknown,"FATAL, pulled off float by shark, body not recovered ",fatal,unknown,unknown,"Washington Star, 12/12/1891",http://sharkattackfile.net/spreadsheets/pdf_directory/1867.00.00-Cuba.pdf,m_4752,-81.58598,23.04676,matched,Cuba,u,unknown
4752,4752,1866.07.09.R,Reported 09-Jul-1866,7/9/1866,summer,1866,1,Unprovoked,USA,USA,North America,Alabama,Mobile Bay,Bathing,male,male,unknown,FATAL,fatal,unknown,unknown,"The Atchison Daily Champion, 7/22/1866",http://sharkattackfile.net/spreadsheets/pdf_directory/1866.07.09.R-Mobile.pdf,m_4753,-88.00916,30.4427,matched,USA,7,3
4753,4753,1866.04.24.R,Reported 24-Apr-1866,4/24/1866,spring,1866,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,Off De Grey river,Fell overboard,Mr. Groves,male,unknown,Thought to have been taken by a shark. Body was not recovered,unknown,unknown,Shark involvement prior to death unconfirmed,"The Argus, 4/24/1866",http://sharkattackfile.net/spreadsheets/pdf_directory/1866.04.24.R-Groves.pdf,m_4754,119.18333,-20.2,matched,Australia,4,2
4754,4754,1878.09.14.R,Reported 14-Sep-1878,9/14/1878,fall,1878,1,Provoked,USA,USA,North America,Connecticut,"Branford, New Haven County",Fishing,Captain Pattison,male,unknown,Leg bitten by netted shark PROVOKED INCIDENT,non-fatal,unknown,unknown,"St. Joseph Herald, 9/14/1878",http://sharkattackfile.net/spreadsheets/pdf_directory/1878.09.14.R-Pattison.pdf,m_4755,-72.81337,41.28318,matched,USA,9,4
4755,4755,1865.09.02,02-Sep-1865,9/2/1865,fall,1865,1,Unprovoked,USA,USA,North America,New York,"Greenport Sound, Long Island",Swimming alongside the schooner Catherine Wilcox,Peter Johnson,male,17,Multiple lacerations,non-fatal,09h00,unknown,"P. Bailey; J. Gaudin, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1865.09.02-Johnson.pdf,m_4756,-72.88104,41.09665,matched,USA,9,4
4756,4756,1865.07.14.R,Reported 14-Jul-1865,7/14/1865,summer,1865,1,Unprovoked,USA,USA,North America,Texas,Brazos,Bathing,Col. Bryant,male,unknown,FATAL,fatal,unknown,unknown,"Philadelphia Inquirer, 7/14/1865",http://sharkattackfile.net/spreadsheets/pdf_directory/1865.07.14.R-Col-Bryant.pdf,m_4757,-97.13302,31.55326,matched,USA,7,3
4757,4757,1865.03.01.R,Reported 01-Mar-1865,3/1/1865,spring,1865,1,Boating,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,St. Helena Bay,Fishing,boat: 4 occupants,male,unknown,"FATAL: Boat capsized, sharks took fishermen",fatal,unknown,unknown,"South African Advertiser, 3/1/1865",http://sharkattackfile.net/spreadsheets/pdf_directory/1865.03.01.R-St-HelenaBay.pdf,m_4758,18.03333,-32.76667,matched,South Africa,3,2
4758,4758,1865.00.00,1865,unknown,unknown,1865,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,South Australia,Semaphore,Boarding a ship,"R.H. Barrett, pilot holding steering oar of whaleboat",unknown,unknown,"No injury to pilot, oar bitten",non-fatal,unknown,unknown,"V.M. Coppleson (1958), p.186",http://sharkattackfile.net/spreadsheets/pdf_directory/1865.00.00-Barrett.pdf,m_4759,138.48246,-34.83856,matched,Australia,u,unknown
4759,4759,1864.10.02,02-Oct-1864,10/02/1864,winter,1864,1,Sea Disaster,USA,USA,North America,North Carolina,"Cedar Island, Carteret County",Wreck of the Aphrodite,males x 5,male,unknown,FATAL,fatal,unknown,unknown,National Republican 10/11/1864,http://sharkattackfile.net/spreadsheets/pdf_directory/1864.10.02-Aphrodite.pdf,m_4760,-76.66536332,34.83797334,matched,USA,1,1
4760,4760,1864.09.18.R,Reported 18-Sep-1864,9/18/1864,fall,1864,1,Provoked,FRANCE,FRANCE,Europe,Alpes Maritime,Antibes,Dragging a shark,fisherman,male,unknown,Knee bitten PROVOKED INCIDENT,non-fatal,unknown,1.5 m shark,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.09.18.R-Antibes.pdf,m_4761,7.1213,43.58014,matched,France,9,4
4761,4761,1864.08.12,12-Aug-1864,8/12/1864,summer,1864,1,Unprovoked,USA,USA,North America,New York,Mahattan,Swimming,Henry Brice,male,13,Left thigh severely bitten,non-fatal,unknown,unknown,"NY Times, 8/13/1864",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.08.12-Brice.pdf,m_4762,-74.00601,40.7145,matched,USA,8,3
4762,4762,1864.07.25,25-Jul-1864,7/25/1864,summer,1864,1,Unprovoked,SPAIN,SPAIN,Europe,Eastern Catalona,Badalona,Bathing,male,male,unknown,FATAL,fatal,Evening,unknown,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.07.25-Badalona-Spain.pdf,m_4763,2.24491,41.4505,matched,Spain,7,3
4763,4763,1864.05,May-1864,5/1/1864,spring,1864,1,Unprovoked,MAURITIUS,MAURITIUS,Africa,300 miles east of Mauritius,unknown,Fell overboard,male from the whaler Albatross,male,unknown,FATAL,fatal,unknown,unknown,"North Adams Transcript, 3/18/1898",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.05.00.Mauritius.pdf,m_4764,57.57209926,-20.28339257,matched,Mauritius,5,2
4764,4764,1864.04.09,09-Apr-1864,4/9/1864,spring,1864,1,Unprovoked,CHINA,CHINA,Asia,unknown,Macao Harbor,Swimming,males,male,unknown,No injury,unknown,unknown,unknown,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.04.09-Macao.pdf,m_4765,113.558846,22.155851,matched,China,4,2
4765,4765,1864.01.27.R,Reported 27-Jan-1864,1/27/1864,winter,1864,1,Unprovoked,PANAMA,PANAMA,North America,Col n Province,Aspinwall (Col n),Coming ashore on a hawser,a sailor from ther RM steam packet Solent,male,unknown,FATAL,fatal,unknown,unknown,"Chicago Tribune, 1/27/1864",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.01.27.R-SailorSolent.pdf,m_4766,-79.90139,9.35917,matched,Panama,1,1
4766,4766,1864.01.16.R,Reported 16-Jan-1864,1/16/1864,winter,1864,1,Unprovoked,NEW ZEALAND,NEW ZEALAND,Oceania,Foveaux Strait,Stewart Island,Boat swamped,male,male,unknown,FATAL,fatal,unknown,unknown,"Otago Witness, 1/16/1864",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.01.16.R-StewartsIsland.pdf,m_4767,167.8583297,-46.98670106,matched,New Zealand,1,1
4767,4767,1864.01.02,02-Jan-1864,1/2/1864,winter,1864,1,Unprovoked,NEW ZEALAND,NEW ZEALAND,Oceania,North Island,"Brickfield Bay, Auckland Harbour",Standing / Bathing,Mr. Kelsall,male,unknown,Minor injury to hip,non-fatal,unknown,unknown,"Wellington Independent, 1/21/1864",http://sharkattackfile.net/spreadsheets/pdf_directory/1864.01.01-Kelsall.pdf,m_4768,175.4885879,-36.77935895,matched,New Zealand,1,1
